nodeID,nodeLabel,latitude,longetude,country_name,country_ISO3
95,station,45.31797049999986,14.534330499999783,Croatia,HR
96,unknown,46.29827099999986,16.343820499999794,Croatia,HR
97,station,45.55237549999984,18.686387999999795,Croatia,HR
98,unknown,45.52465049999984,15.559929999999781,Croatia,HR
99,unknown,45.82160199999984,16.075219999999774,Croatia,HR
100,unknown,45.292590999999845,17.810600999999792,Croatia,HR
101,station,45.36464349999986,18.98222149999978,Croatia,HR
102,unknown,45.511348499999855,15.541350499999794,Croatia,HR
103,station,45.48176949999984,14.244519999999795,Croatia,HR
104,station,44.54470899999984,15.388866499999779,Croatia,HR
105,station,44.03837949999985,16.19872849999979,Croatia,HR
106,unknown,45.80670949999984,15.959429499999771,Croatia,HR
107,unknown,45.80413799999985,15.974019999999797,Croatia,HR
108,station,45.982360999999855,17.137449499999775,Croatia,HR
